image;species;individual_id;mammal group;categories
d6c1576fd92c1c.jpg;beluga;1c972742727a;beluga;2
b371995f0a052e.jpg;beluga;84a261c0e5cf;beluga;2
57b69f565dbe6b.jpg;blue_whale;dc27171e5202;whale;1
571f1ffe8267ac.jpg;bottlenose_dolphin;dc3d89548fd8;dolphin;0
6c4a872b0e9fdb.jpg;bottlenose_dolphin;e69d5f9f8d1e;dolphin;0
ce254e1cf41c4a.jpg;beluga;1c5c807201a8;beluga;2
410e1dea14deeb.jpg;beluga;29623de1f9a5;beluga;2
8a336412f7cace.jpg;bottlenose_dolphin;e69d5f9f8d1e;dolphin;0
7104ddf9e57ec1.jpg;bottlenose_dolphin;735496dc7e64;dolphin;0
1f0d85e07d40ee.jpg;bottlenose_dolpin;01bfb4acf96e;dolphin;0
01ee04e69e63ec.jpg;bottlenose_dolphin;211957ad49f1;dolphin;0
eabc333c404afc.jpg;fin_whale;3b27a632c000;whale;1
2cf2c590843327.jpg;humpback_whale;bbeac4b2964e;whale;1
9ef6936a2d04a0.jpg;humpback_whale;82af241cd012;whale;1
08c7d8932d1043.jpg;humpback_whale;ba50ad490836;whale;1
1e0fd46f2fd28f.jpg;bottlenose_dolphin;c7dfc3c54961;dolphin;0
b876d10c62ce72.jpg;bottlenose_dolphin;9b97e5d240c9;dolphin;0
1a44848a131671.jpg;bottlenose_dolphin;cedc801cee3f;dolphin;0
e890804cd6cbd5.jpg;dusky_dolphin;5e6b29fb529e;dolphin;0
6986affebf1e54.jpg;beluga;2cea4f44b5cc;beluga;2
ca8711ad22a2a0.jpg;humpback_whale;c15153be3d09;whale;1
4eea61dec794d2.jpg;humpback_whale;e7771cf830b5;whale;1
0711acdb4c6d89.jpg;dusky_dolphin;dc308014143c;dolphin;0
40d835e95c16cd.jpg;beluga;8274ddd12a43;beluga;2
bd9c380fab2fa6.jpg;cuviers_beaked_whale;c62cb2ea8463;whale;1
70223f573021d3.jpg;humpback_whale;248ec8aac963;whale;1
009379360f0987.jpg;fin_whale;b6a0a552e43c;whale;1
fda54e16512d07.jpg;killer_whale;f7cc959ee4fe;dolphin;0
770021cbbaf8d2.jpg;fin_whale;5223f127eec1;whale;1
487061f0ae2920.jpg;beluga;99591df6b695;beluga;2
dd8651150c9867.jpg;sei_whale;8c28c2f361db;whale;1
b8b9340f2d8136.jpg;southern_right_whale;bb558a654699;whale;1
466b1b3c7befbf.jpg;false_killer_whale;59bb4b4ec9e0;dolphin;0
b5cd535314b43b.jpg;beluga;9336b7a2ae28;beluga;2
4cd0fd37150162.jpg;beluga;7593d2aee842;beluga;2
970bb893c912fb.jpg;killer_whale;4b3320581310;dolphin;0
622788dd44a9e0.jpg;blue_whale;327875796a49;whale;1
588d160367a307.jpg;bottlenose_dolphin;90cfd1801b72;dolphin;0
7cff4af69e20fc.jpg;bottlenose_dolphin;b54c1f8df53f;dolphin;0
aec1a8b0374b26.jpg;beluga;7593d2aee842;beluga;2
e7f87683f6c162.jpg;melon_headed_whale;50521777e16b;whale;1
f288ea8434bd79.jpg;bottlenose_dolphin;26974d1e8965;dolphin;0
7b94c5b5a08971.jpg;spinner_dolphin;7119a24ba694;dolphin;0
3ae9acdf401a89.jpg;bottlenose_dolpin;8cbf6a82a848;dolphin;0
e54ebc81497b11.jpg;false_killer_whale;366200ff5b49;dolphin;0
5cb2bc8a9c20c9.jpg;blue_whale;7164401de20c;whale;1
f9c91c2bac7e25.jpg;beluga;863b52580868;beluga;2
feb6f04742a3c8.jpg;bottlenose_dolphin;daa006a682c7;dolphin;0
56b61a50b31381.jpg;southern_right_whale;a23653e1e74a;whale;1
0be411568733c2.jpg;false_killer_whale;2798e1b18785;dolphin;0
d6b1577ef53568.jpg;blue_whale;6c4372e42db1;whale;1
ca4d98a53c71d3.jpg;beluga;e1d464eb15f6;beluga;2
73b5d165679cba.jpg;spinner_dolphin;d51cb227149b;dolphin;0
3e2dd7b63f46d5.jpg;humpback_whale;942c6059dfa0;whale;1
17164b0be67ad4.jpg;fin_whale;180c0ab04dcd;whale;1
c9a0830a2a7f9e.jpg;blue_whale;fe5bc99f120a;whale;1
2e8b1520171303.jpg;beluga;c8c10de372b2;beluga;2
28f19903424568.jpg;bottlenose_dolphin;b9907151f66e;dolphin;0
38e79be48ee1a7.jpg;minke_whale;ce0d54aeb1fa;whale;1
ed28cbe107fe4d.jpg;kiler_whale;9b739135aec0;whale;1
907c49c9017ed0.jpg;melon_headed_whale;0e59eef7a296;whale;1
b7898ec691d8ec.jpg;beluga;c1b7807d472a;beluga;2
64e365f8b80e17.jpg;humpback_whale;8a8c4f7a0dc7;whale;1
0c20678cddd806.jpg;short_finned_pilot_whale;b573f9441373;whale;1
ae3a9a73fad759.jpg;beluga;9336b7a2ae28;beluga;2
c0a5ad1aece888.jpg;bottlenose_dolphin;0dbe0c61bb2f;dolphin;0
be7728a62b4e30.jpg;blue_whale;b8c5bde0d1e6;whale;1
d558919ccfef21.jpg;bottlenose_dolpin;aacc9d21a4c5;dolphin;0
cbaf57c72f3b11.jpg;spinner_dolphin;1210e29de33b;dolphin;0
e83ad8dc38f1fc.jpg;humpback_whale;6a3af6e0c55c;whale;1
86b68808eb0c56.jpg;beluga;d3cedf439859;beluga;2
7c57fbce5082f1.jpg;fin_whale;1c5534fab3e8;whale;1
43b1232da3c02e.jpg;bottlenose_dolphin;c9a7563f6a50;dolphin;0
bc200af4d33da0.jpg;blue_whale;2edbafc7eaab;whale;1
cac8299651b70d.jpg;beluga;3954e3f0b5b1;beluga;2
148c5cd630d2ad.jpg;bottlenose_dolphin;9876da60be07;dolphin;0
d5dd42ff265cb0.jpg;dusky_dolphin;2860c4375bc8;dolphin;0
a471ada0966025.jpg;dusky_dolphin;29e4860f0f40;dolphin;0
261193ac33f9e1.jpg;blue_whale;bb2f812de2fd;whale;1
fca53e45c649d7.jpg;minke_whale;37c7aba965a5;whale;1
51f6c8f1758804.jpg;dusky_dolphin;370761a4fa59;dolphin;0
0b993ebbbaa65c.jpg;killer_whale;074616d4c10f;dolphin;0
7083b08583d5b1.jpg;dusky_dolphin;65b19d57e25c;dolphin;0
297dbaccccc841.jpg;killer_whale;df7e2a41c0da;dolphin;0
241c5f704cde6c.jpg;beluga;33a399d576d3;beluga;2
32741844bdb661.jpg;beluga;1dee71c982e9;beluga;2
1a3db9cb42e6b1.jpg;beluga;44ba380d5bfa;beluga;2
eb9badd65fa9a8.jpg;dusky_dolphin;46c37586af0a;dolphin;0
ae529303bf3169.jpg;humpback_whale;573474c659ac;whale;1
b69fb176f39fa0.jpg;kiler_whale;de69dc1d1cad;whale;1
57bb70a94356b5.jpg;humpback_whale;e839ee7d8cf0;whale;1
f2bbcf3f24d865.jpg;bottlenose_dolphin;e7d0791d2f70;dolphin;0
3558f7722d793e.jpg;false_killer_whale;345218493744;dolphin;0
2dcfe01310f0cd.jpg;minke_whale;37c7aba965a5;whale;1
40e965b0167fdc.jpg;bottlenose_dolphin;c995c043c353;dolphin;0
8ffa5ccb56a163.jpg;beluga;5560cde6b00c;beluga;2
b6fb819f77638c.jpg;beluga;77a53f0c3b12;beluga;2
c2716158eac195.jpg;humpback_whale;031816fd9d9d;whale;1
a7fd2219073ebe.jpg;fin_whale;603fe03497d7;whale;1
1821cc63b9fcb9.jpg;humpback_whale;0d114bf9979d;whale;1
a300ebfe21410a.jpg;blue_whale;19637beca43e;whale;1
825f2c020599f8.jpg;dusky_dolphin;3fa838d4c7b7;dolphin;0
5edb3f76b0eb8d.jpg;beluga;c5effb3daaaf;beluga;2
2fe88ae5eaa8cb.jpg;false_killer_whale;2342e3a79564;dolphin;0
9c640485459c96.jpg;bottlenose_dolpin;da824c210f53;dolphin;0
2a42dcae11d0e8.jpg;blue_whale;8ca7537ba384;whale;1
06f535250c3e8a.jpg;bottlenose_dolphin;7187757a45b1;dolphin;0
1f6d0ea7ea8402.jpg;bottlenose_dolphin;9b97e5d240c9;dolphin;0
dec4a190d06d62.jpg;blue_whale;17108a9c03a1;whale;1
1b7e9586997291.jpg;humpback_whale;3e025417eb83;whale;1
51a076ba6f6a4d.jpg;gray_whale;76b5aad6b790;whale;1
24c335dec5ae2e.jpg;beluga;c17a5198f499;beluga;2
42213892723b47.jpg;bottlenose_dolphin;02da0e68dccd;dolphin;0
7d3102aa423440.jpg;bottlenose_dolphin;018aaba90625;dolphin;0
6dfd118e2a3f5f.jpg;bottlenose_dolphin;bc1eb2241633;dolphin;0
bcf91042411e01.jpg;bottlenose_dolphin;fd63ed3877af;dolphin;0
24231cd9ce69d8.jpg;bottlenose_dolphin;6e3655e22f38;dolphin;0
c6b51e25b9b326.jpg;dusky_dolphin;8c537cdab645;dolphin;0
a7eef6b750d469.jpg;humpback_whale;b3cb50b4eeb5;whale;1
ef33964621a07d.jpg;false_killer_whale;f042a2465cb0;dolphin;0
7aef26b76ff5eb.jpg;bottlenose_dolphin;0c7efa8795f5;dolphin;0
f5f6bddd1a3219.jpg;beluga;fd5171a704d4;beluga;2
a65df2644c4659.jpg;beluga;6637dde4cc29;beluga;2
c15ed419b88e59.jpg;killer_whale;d86ea6d73e76;dolphin;0
72f9efcc4ac3de.jpg;beluga;322a18725969;beluga;2
71fc7b4f0f2e40.jpg;beluga;5a698db177c5;beluga;2
6776235ad69507.jpg;dusky_dolphin;da12ec00ced7;dolphin;0
5548a5ac8493c3.jpg;blue_whale;f4318dcd1538;whale;1
bae5336f0f606b.jpg;bottlenose_dolphin;bc1eb2241633;dolphin;0
45713aecf428b3.jpg;kiler_whale;8690c5185efc;whale;1
9c630799c6b6b8.jpg;beluga;3db418812f4f;beluga;2
c6d33e0c285285.jpg;blue_whale;52cf0aa9b27b;whale;1
96cef870304030.jpg;beluga;84a261c0e5cf;beluga;2
041dc7d70dfc79.jpg;bottlenose_dolpin;fab54a41b31a;dolphin;0
82adfcc4448ade.jpg;dusky_dolphin;7177d41a4abb;dolphin;0
40318934b4006e.jpg;beluga;a752a6a6f645;beluga;2
e417e5818f7b29.jpg;beluga;044dfd55d481;beluga;2
bc3719ea175dc6.jpg;bottlenose_dolphin;a7310896653d;dolphin;0
f1cf06543c1679.jpg;beluga;edf59f267081;beluga;2
05fcdeb8cd321b.jpg;dusky_dolphin;4a1b370f62e4;dolphin;0
9248ed4ea548e9.jpg;dusky_dolphin;d7f51ebc41ec;dolphin;0
0fe4aafbcacfbb.jpg;dusky_dolphin;e272a47d3e46;dolphin;0
99c6e4ae556aae.jpg;beluga;2c2ef510fef3;beluga;2
ead7428de2d3a4.jpg;humpback_whale;49942fdd11c4;whale;1
a573c99c6dbb82.jpg;dusky_dolphin;6f2e2f95ab64;dolphin;0
3d8ac95f66bb04.jpg;dusky_dolphin;cb3dd97d72ac;dolphin;0
202532300398d7.jpg;beluga;10a3daaf6c1c;beluga;2
170a8f8b35958a.jpg;beluga;edf59f267081;beluga;2
a71cf7f7c51ac6.jpg;bottlenose_dolphin;208b91b1ca2b;dolphin;0
cbd81d11ca794c.jpg;bottlenose_dolphin;c27db73f0e3b;dolphin;0
94a00339033698.jpg;beluga;d9bf650750a9;beluga;2
ed6ef7d62a8e58.jpg;dusky_dolphin;bd30ddc47a43;dolphin;0
c131c848d80aa5.jpg;bottlenose_dolphin;a6e325d8e924;dolphin;0
9efacd3f62f855.jpg;kiler_whale;3d9602f01444;whale;1
8337afee075988.jpg;beluga;1ed1a0ab468e;beluga;2
01e1590083b363.jpg;southern_right_whale;f31981273a12;whale;1
eb2bf411b49d81.jpg;bottlenose_dolphin;480677e8cf20;dolphin;0
fc6553604006e5.jpg;beluga;4f87f855216a;beluga;2
613e2018cfd02f.jpg;false_killer_whale;7ca409a5c15b;dolphin;0
7e7a469ea3b0d4.jpg;beluga;8ca74f512aa5;beluga;2
7925365fbbf5da.jpg;blue_whale;9330def0a8ae;whale;1
bd8d19ebde5402.jpg;melon_headed_whale;df123a32f8a5;whale;1
6d3e5fe8d55e7e.jpg;beluga;1135ff432965;beluga;2
a73bce7acaf57c.jpg;humpback_whale;c0dde63a50a2;whale;1
1c74ca55467591.jpg;beluga;a0d1a0e2e606;beluga;2
8d2214d5ff3539.jpg;melon_headed_whale;91aefc9b7b14;whale;1
7fddcbc6c8e3af.jpg;gray_whale;ba99fbad4b2c;whale;1
061761cee5d501.jpg;blue_whale;bda910ff1c3e;whale;1
8f4233040f2fb5.jpg;beluga;982224d06f8c;beluga;2
64caf03ab7ec38.jpg;humpback_whale;027ac44f5b33;whale;1
61090bd35d4d1c.jpg;beluga;9b3494224b4e;beluga;2
b41800c46d3fc6.jpg;blue_whale;7e58b168af4a;whale;1
409b602b090dfb.jpg;beluga;fd92aac78676;beluga;2
1fe1c424ee3cea.jpg;humpback_whale;a03224063ae5;whale;1
154b86a5325101.jpg;fin_whale;6642e34b23c8;whale;1
3ae909f5326c4f.jpg;false_killer_whale;5673ef5d216b;dolphin;0
53da1ca36b9c71.jpg;dusky_dolphin;0cb4dcc5bd25;dolphin;0
80b1b3383fd91b.jpg;humpback_whale;bba489ffa50e;whale;1
18d11e72d90a1b.jpg;bottlenose_dolphin;a43daee90cbc;dolphin;0
89639bfacffce9.jpg;beluga;44bd3fec6ad6;beluga;2
069814cc54503d.jpg;beluga;617368452785;beluga;2
7a01ab6be4b1cb.jpg;white_sided_dolphin;4638f1917744;dolphin;0
cb1c84e1e55eea.jpg;fin_whale;68f162ce4271;whale;1
9f053e6e5e0244.jpg;killer_whale;c244bc7d661a;dolphin;0
6408e6b817294a.jpg;blue_whale;0413f0523587;whale;1
4d539a14baa2bd.jpg;beluga;a0d1a0e2e606;beluga;2
8e7b8086d084f6.jpg;minke_whale;4d18b20adff3;whale;1
b8a75df7a76242.jpg;beluga;8aef68c7cd6d;beluga;2
cf1916279523f7.jpg;beluga;afbfd0d6b694;beluga;2
e86e74cc9d5e56.jpg;dusky_dolphin;c320942ad845;dolphin;0
d54a1145c4bf86.jpg;false_killer_whale;f306210d1080;dolphin;0
bf11657dcd5ddc.jpg;dusky_dolphin;0dac0730b564;dolphin;0
706138d7e3f354.jpg;bottlenose_dolphin;7053d3c812b5;dolphin;0
33d1a561e6bbfd.jpg;beluga;3028ee318e75;beluga;2
44902bcf02f321.jpg;beluga;44bd3fec6ad6;beluga;2
6a237d01dc2f93.jpg;blue_whale;59ae538ac27e;whale;1
2d25d437d7585b.jpg;beluga;9a3eecb8a07f;beluga;2
6f0ff1b16b7418.jpg;beluga;babd014300b7;beluga;2
f19322f89350b8.jpg;bottlenose_dolpin;c446421f6e8b;dolphin;0
058c7d70fa227c.jpg;beluga;a0d1a0e2e606;beluga;2
1a58dce81de5e6.jpg;beluga;5fc809d9e819;beluga;2
74e1485f5f78ea.jpg;beluga;412be6adfbf5;beluga;2
37889c53beca6f.jpg;blue_whale;e5c933c2bdee;whale;1
e728f9a098a372.jpg;false_killer_whale;bf412253bbc2;dolphin;0
3a455ba9b7d76a.jpg;bottlenose_dolphin;fa633c922517;dolphin;0
69b09c684fca84.jpg;bottlenose_dolpin;7e1b3d85ad45;dolphin;0
c4174f5360cd0e.jpg;blue_whale;82e4d4c0c529;whale;1
4bb7c178f2bbf3.jpg;short_finned_pilot_whale;85746558f43c;whale;1
19c22f1ba1d06d.jpg;killer_whale;58ee7570863b;dolphin;0
235c06cdffdc82.jpg;cuviers_beaked_whale;06ebb7363112;whale;1
5fad71c68b1fa9.jpg;beluga;06ef73efe924;beluga;2
da4371af24826b.jpg;bottlenose_dolphin;6bf9810d3632;dolphin;0
913de6a91782dc.jpg;melon_headed_whale;e5b22ec40f45;whale;1
afd82eb7940668.jpg;humpback_whale;fc18d4bb4137;whale;1
0570ce2117f1a0.jpg;melon_headed_whale;d2db32a47bf4;whale;1
17b7230772eb58.jpg;melon_headed_whale;bfd333576462;whale;1
413f1cbdbaa582.jpg;killer_whale;e8cb1951d50f;dolphin;0
7951a55b8bbf8d.jpg;beluga;ace276611cba;beluga;2
88714347f17e8c.jpg;gray_whale;a8c9dfb8ac6f;whale;1
c88c6d1f690d78.jpg;beluga;03eaca1e8a5e;beluga;2
4d72fbe4f6de98.jpg;humpback_whale;b3ddd5b1f9bc;whale;1
30fa197eb3385e.jpg;humpback_whale;e4fbd6bac209;whale;1
cc10a3a3b4cc39.jpg;false_killer_whale;60008f293a2b;dolphin;0
94f290b723c0c1.jpg;beluga;322a18725969;beluga;2
f37bf6ed206850.jpg;humpback_whale;7362d7a01d00;whale;1
1652506fe66645.jpg;beluga;99591df6b695;beluga;2
4ebc49763cbb68.jpg;false_killer_whale;6cbfecf203a5;dolphin;0
defcda8c78abe8.jpg;humpback_whale;210ef5f4b30d;whale;1
7ad66a3365f64a.jpg;spinner_dolphin;b365829758d0;dolphin;0
8055ddaf630167.jpg;blue_whale;4f08077f3032;whale;1
8f9ca2f7e8dc3d.jpg;humpback_whale;634b5268cbe1;whale;1
359cf62f5f74af.jpg;blue_whale;df84b496ebb5;whale;1
14fbc9d1ef1be7.jpg;gray_whale;6f632b846891;whale;1
75aa5b8f1ded79.jpg;melon_headed_whale;0bd55d11ced7;whale;1
039cb8177db8cb.jpg;bottlenose_dolphin;c27db73f0e3b;dolphin;0
344e1703c1171f.jpg;beluga;f9ea55a0be3a;beluga;2
